CustomerKey,City,StateProvinceName,EnglishCountryRegionName,TotalOrders,TotalSales,AvgOrderValue,DaysSinceLastOrder
16170,Hervey Bay,Queensland,Australia,2,188.87,37.774,4150
16171,Seaford,Victoria,Australia,2,103.86,20.772,4413
16172,Caloundra,Queensland,Australia,2,186.04,26.5771,4247
16173,Silverwater,New South Wales,Australia,2,43.21,8.642,4390
16174,Lane Cove,New South Wales,Australia,2,140.45,23.4083,4374
16175,Silverwater,New South Wales,Australia,2,70.25,14.05,4152
16176,Geelong,Victoria,Australia,2,4404.0782,1468.026,4205
16177,Hobart,Tasmania,Australia,2,133.34,19.0485,4348
16178,Sydney,New South Wales,Australia,2,108.85,18.1416,4220
16179,Townsville,Queensland,Australia,2,72.16,14.432,4218
16180,Coffs Harbour,New South Wales,Australia,2,4386.3682,877.2736,4205
16181,Perth,South Australia,Australia,2,170.06,28.3433,4187
16182,Findon,South Australia,Australia,2,83.97,27.99,4190
16183,St. Leonards,New South Wales,Australia,2,31.27,10.4233,4410
16184,Brisbane,Queensland,Australia,2,78.2,13.0333,4236
16185,Springwood,New South Wales,Australia,2,28.98,14.49,4403
16186,Pantin,Seine Saint Denis,France,1,64.97,21.6566,4363
16187,London,England,United Kingdom,2,34.92,11.64,4216
16188,London,England,United Kingdom,2,96.95,24.2375,4171
16189,Peterborough,England,United Kingdom,2,105.94,21.188,4201
16190,London,England,United Kingdom,2,79.25,19.8125,4206
16191,Reading,England,United Kingdom,2,26.97,13.485,4180
16192,Berkshire,England,United Kingdom,2,101.45,25.3625,4425
16193,Esher-Molesey,England,United Kingdom,2,90.47,30.1566,4427
16194,Courbevoie,Hauts de Seine,France,1,49.48,24.74,4460
16195,Pantin,Seine Saint Denis,France,1,92.48,30.8266,4401
16196,Frankfurt am Main,Hamburg,Germany,3,7237.36,1033.9085,4304
16197,Berlin,Nordrhein-Westfalen,Germany,2,2756.5425,918.8475,4239
16198,Cheltenham,England,United Kingdom,2,114.96,28.74,4352
16199,Dresden,Hessen,Germany,3,6917.5925,1383.5185,4312
16200,Warrington,England,United Kingdom,2,96.95,24.2375,4429
16201,London,England,United Kingdom,2,3058.0125,611.6025,4341
16202,Paris,Seine (Paris),France,1,31.27,10.4233,4261
16203,Orly,Val de Marne,France,3,6939.8725,867.484,4252
16204,Les Ulis,Essonne,France,3,7162.39,1432.478,4236
16205,Paris,Seine (Paris),France,3,6950.5725,992.9389,4228
16206,Darmstadt,Hessen,Germany,3,7203.35,900.4187,4306
16207,Erlangen,Bayern,Germany,3,7226.37,1032.3385,4298
16208,Saarbrücken,Saarland,Germany,1,119.96,29.99,4480
16209,Colombes,Hauts de Seine,France,1,30.97,15.485,4509
16210,Burlingame,California,United States,1,645.94,129.188,4193
16211,Bremerton,Washington,United States,1,586.97,293.485,4207
16212,Chula Vista,California,United States,1,39.98,19.99,4193
16213,Shawnee,British Columbia,Canada,3,154.54,25.7566,4258
16214,Bellingham,Washington,United States,1,15.23,5.0766,4453
16215,Lynnwood,Washington,United States,1,617.91,123.582,4187
16216,Port Orchard,Washington,United States,1,614.47,204.8233,4204
16217,Woodburn,Oregon,United States,1,124.99,62.495,4302
16218,Redmond,Washington,United States,1,574.98,287.49,4531
16219,Langley,British Columbia,Canada,1,553.97,184.6566,4383
16220,Vancouver,British Columbia,Canada,1,562.96,140.74,4338
16221,Burien,Washington,United States,1,588.96,147.24,4497
16222,Berkeley,California,United States,1,561.48,280.74,4498
16223,Los Angeles,California,United States,1,562.96,140.74,4498
16224,Oakland,California,United States,1,556.26,139.065,4486
16225,Lincoln Acres,California,United States,1,553.97,184.6566,4481
16226,Sedro Woolley,Washington,United States,1,553.97,184.6566,4481
16227,Daly City,California,United States,1,80.96,26.9866,4513
16228,Burlingame,California,United States,1,569.97,189.99,4198
16229,Ballard,Washington,United States,1,572.26,143.065,4202
16230,Bellflower,California,United States,1,618.98,309.49,4191
16231,Bellingham,Washington,United States,1,2525.94,841.98,4532
16232,Kirkland,Washington,United States,1,2475.95,1237.975,4495
16233,Lemon Grove,California,United States,1,114.46,28.615,4164
16234,San Francisco,California,United States,1,13.98,6.99,4390
16235,Lincoln Acres,California,United States,1,2443.35,2443.35,4494
16236,Lebanon,Oregon,United States,1,98.96,24.74,4275
16237,Sedro Woolley,Washington,United States,1,2514.93,628.7325,4482
16238,Beverly Hills,California,United States,1,12.94,6.47,4444
16239,Mill Valley,California,United States,1,39.98,19.99,4173
16240,Burbank,California,United States,1,4.99,4.99,4176
16241,Vancouver,British Columbia,Canada,2,126.96,42.32,4287
16242,Colma,California,United States,1,7.28,3.64,4369
16243,Newton,British Columbia,Canada,2,91.97,45.985,4305
16244,Bellflower,California,United States,1,2369.97,592.4925,4256
16245,Santa Monica,California,United States,1,4.99,4.99,4155
16246,Sedro Woolley,Washington,United States,1,12.94,6.47,4385
16247,Sooke,British Columbia,Canada,3,95.82,11.9775,4340
16248,Issaquah,Washington,United States,1,39.98,19.99,4421
16249,El Cajon,California,United States,1,13.98,6.99,4424
16250,Kirkby,England,United Kingdom,2,4511.5425,1503.8475,4181
16251,Newcastle upon Tyne,England,United Kingdom,2,26.97,13.485,4191
16252,Saarlouis,Saarland,Germany,2,2781.5425,927.1808,4237
16253,Hamburg,Hamburg,Germany,2,2721.5525,1360.7762,4222
16254,Chatou,Yveline,France,1,24.99,24.99,4491
16255,Tremblay-en-France,Seine Saint Denis,France,1,187.98,62.66,4436
16256,Leeds,England,United Kingdom,2,81.96,27.32,4296
16257,Courbevoie,Hauts de Seine,France,1,72.96,18.24,4163
16258,Orleans,Loiret,France,1,63.97,21.3233,4190
16259,Villeneuve-d'Ascq,Nord,France,2,2756.5425,918.8475,4201
16260,Oxford,England,United Kingdom,2,3001.0225,600.2045,4324
16261,Dunkerque,Nord,France,3,7170.87,1024.41,4227
16262,Paris,Seine (Paris),France,3,6949.5725,868.6965,4196
16263,Ingolstadt,Bayern,Germany,3,7243.36,1034.7657,4281
16264,Warrington,England,United Kingdom,2,61.96,20.6533,4215
16265,Bobigny,Seine Saint Denis,France,1,27.28,13.64,4268
16266,Morangis,Essonne,France,1,63.97,21.3233,4357
16267,Grevenbroich,Bayern,Germany,2,3037.33,1012.4433,4217
16268,Roissy en Brie,Seine et Marne,France,2,2778.8225,555.7645,4194
16269,Berlin,Saarland,Germany,2,2778.8225,555.7645,4198
16270,Berlin,Hessen,Germany,2,2771.5225,554.3045,4207
16271,Berlin,Hamburg,Germany,2,3014.31,753.5775,4194
16272,Milton Keynes,England,United Kingdom,2,3021.0425,1007.0141,4317
16273,Bobigny,Seine Saint Denis,France,2,2803.5225,700.8806,4209
16274,Eilenburg,Brandenburg,Germany,1,4.99,4.99,4176
16275,Warrington,England,United Kingdom,2,3282.83,1094.2766,4321
16276,Bonn,Nordrhein-Westfalen,Germany,1,7.28,3.64,4197
16277,West Sussex,England,United Kingdom,2,3010.0325,752.5081,4325
16278,Hof,Bayern,Germany,2,2992.33,997.4433,4203
16279,Erlangen,Bayern,Germany,1,48.97,16.3233,4273
16280,Münster,Saarland,Germany,1,12.94,6.47,4235
16281,Paris,Seine (Paris),France,1,63.97,21.3233,4365
16282,London,England,United Kingdom,2,64.25,16.0625,4363
16283,Paris,Seine (Paris),France,1,63.97,21.3233,4267
16284,Hof,Bayern,Germany,1,7.28,3.64,4380
16285,Lieusaint,Seine et Marne,France,1,76.94,15.388,4162
16286,Paris,Seine (Paris),France,3,6920.6125,1730.1531,4207
16287,London,England,United Kingdom,2,4538.8425,1134.7106,4209
16288,Suresnes,Hauts de Seine,France,2,2768.5325,922.8441,4199
16289,Saint Ouen,Charente-Maritime,France,2,2778.5225,694.6306,4183
16290,Frankfurt am Main,Hamburg,Germany,2,2822.0125,470.3354,4209
16291,Paris,Seine (Paris),France,2,4921.69,1640.5633,4522
16292,Mühlheim,Hamburg,Germany,1,32.28,16.14,4459
16293,Gateshead,England,United Kingdom,1,4.99,4.99,4361
16294,London,England,United Kingdom,1,13.98,6.99,4357
16295,Metz,Moselle,France,1,138.45,27.69,4467
16296,Villeneuve-d'Ascq,Nord,France,1,122.95,24.59,4207
16297,Frankfurt,Hessen,Germany,3,6889.6125,1722.4031,4246
16298,Hamburg,Hamburg,Germany,3,7000.8725,777.8747,4269
16299,Solingen,Nordrhein-Westfalen,Germany,1,4.99,4.99,4429
16300,Stoke-on-Trent,England,United Kingdom,2,111.95,27.9875,4189
16301,Boulogne-sur-Mer,Pas de Calais,France,1,72.96,18.24,4468
16302,Croix,Nord,France,1,24.99,24.99,4430
16303,Darmstadt,Hessen,Germany,1,149.98,49.9933,4152
16304,Darmstadt,Hessen,Germany,1,49.48,24.74,4423
16305,Ingolstadt,Bayern,Germany,2,2983.34,1491.67,4195
16306,W. York,England,United Kingdom,2,29.26,9.7533,4247
16307,Salzgitter,Hessen,Germany,3,6917.5925,1383.5185,4249
16308,Liverpool,England,United Kingdom,2,4551.5225,910.3045,4186
16309,Dresden,Hessen,Germany,3,6910.5925,1151.7654,4270
16310,Dunkerque,Nord,France,3,6010.16,1202.032,4249
16311,London,England,United Kingdom,2,2988.3225,597.6645,4539
16312,Paris La Defense,Hauts de Seine,France,1,63.97,21.3233,4217
16313,Paderborn,Nordrhein-Westfalen,Germany,2,4985.66,830.9433,4546
16314,Stoke-on-Trent,England,United Kingdom,2,111.95,27.9875,4360
16315,Paris,Seine (Paris),France,1,28.98,14.49,4248
16316,Berlin,Saarland,Germany,2,4659.8025,1164.9506,4527
16317,Oxford,England,United Kingdom,2,3001.0425,1000.3475,4285
16318,Warrington,England,United Kingdom,2,3021.0225,604.2045,4298
16319,Bobigny,Seine Saint Denis,France,1,27.28,13.64,4460
16320,Dunkerque,Nord,France,1,49.48,24.74,4483
16321,Billericay,England,United Kingdom,2,97.25,19.45,4178
16322,Paris La Defense,Hauts de Seine,France,1,28.98,14.49,4315
16323,Versailles,Yveline,France,1,24.99,24.99,4312
16324,Billericay,England,United Kingdom,2,3282.81,656.562,4503
16325,Runcorn,England,United Kingdom,2,171.27,42.8175,4217
16326,Bonn,Hamburg,Germany,1,24.99,24.99,4444
16327,Salzgitter,Hessen,Germany,2,4647.8825,929.5765,4517
16328,West Sussex,England,United Kingdom,2,3001.0425,1000.3475,4282
16329,London,England,United Kingdom,2,3272.09,545.3483,4281
16330,Chatou,Yveline,France,1,31.27,10.4233,4403
16331,Newton,British Columbia,Canada,3,118.78,14.8475,4157
16332,Matraville,New South Wales,Australia,2,147.23,24.5383,4186
16333,Everett,Washington,United States,1,56.97,28.485,4388
16334,Oregon City,Oregon,United States,1,84.92,28.3066,4513
16335,Bellflower,California,United States,1,36.96,12.32,4277
16336,Downey,California,United States,1,64.47,21.49,4269
16337,El Cajon,California,United States,1,7.28,3.64,4213
16338,Gold Coast,Queensland,Australia,2,169.43,28.2383,4423
16339,Townsville,Queensland,Australia,2,3169.5882,1584.7941,4536
16340,Imperial Beach,California,United States,1,608.96,152.24,4456
16341,Hervey Bay,Queensland,Australia,2,88.25,22.0625,4262
16342,Cranbourne,Victoria,Australia,2,143.39,23.8983,4179
16343,St. Leonards,New South Wales,Australia,2,58.25,14.5625,4239
16344,Santa Cruz,California,United States,1,2294.99,2294.99,4249
16345,Wollongong,New South Wales,Australia,2,4173.24,1043.31,4253
16346,Milsons Point,New South Wales,Australia,2,37.55,7.51,4186
16347,Rhodes,New South Wales,Australia,2,5918.5,1183.7,4187
16348,Goulburn,New South Wales,Australia,2,5918.24,1479.56,4186
16349,Bendigo,Victoria,Australia,2,5898.26,2949.13,4191
16350,Sydney,New South Wales,Australia,2,5903.19,1475.7975,4186
16351,Rockhampton,Queensland,Australia,2,5873.26,2936.63,4206
16352,Goulburn,New South Wales,Australia,2,5948.49,991.415,4208
16353,Bremerton,Washington,United States,1,106.96,35.6533,4383
16354,Marysville,Washington,United States,1,574.98,287.49,4475
16355,Chula Vista,California,United States,1,89.97,29.99,4464
16356,Palo Alto,California,United States,1,7.28,3.64,4347
16357,Lincoln Acres,California,United States,1,4.99,4.99,4305
16358,Victoria,British Columbia,Canada,4,87.95,14.6583,4275
16359,Woodburn,Oregon,United States,1,7.28,3.64,4318
16360,Yakima,Washington,United States,1,553.97,184.6566,4483
16361,Spring Valley,California,United States,1,2514.93,628.7325,4473
16362,Oakland,California,United States,1,2482.23,620.5575,4435
16363,Langley,British Columbia,Canada,1,2481.82,620.455,4465
16364,Chula Vista,California,United States,1,2482.23,620.5575,4430
16365,Oak Bay,British Columbia,Canada,1,2490.18,498.036,4223
16366,Cliffside,British Columbia,Canada,1,2563.35,1281.675,4228
16367,Beaverton,Oregon,United States,1,39.98,19.99,4242
16368,Renton,Washington,United States,1,98.96,24.74,4177
16369,Everett,Washington,United States,1,26.97,13.485,4298
16370,Cliffside,British Columbia,Canada,3,132.5,22.0833,4151
16371,Concord,California,United States,1,54.98,27.49,4377
16372,Lincoln Acres,California,United States,1,2482.23,620.5575,4449
16373,Kirkland,Washington,United States,1,2578.43,515.686,4437
16374,Woodburn,Oregon,United States,1,15.23,5.0766,4189
16375,Spring Valley,California,United States,1,2478.34,1239.17,4408
16376,Bellingham,Washington,United States,1,7.28,3.64,4237
16377,Los Angeles,California,United States,1,13.98,6.99,4489
16378,Woodburn,Oregon,United States,1,13.98,6.99,4195
16379,Colma,California,United States,1,58.98,29.49,4206
16380,Shawnee,British Columbia,Canada,2,195.95,48.9875,4207
16381,Burien,Washington,United States,1,4.99,4.99,4484
16382,Tacoma,Washington,United States,1,59.98,29.99,4446
16383,Redwood City,California,United States,1,58.98,29.49,4481
16384,Newport Beach,California,United States,1,7.28,3.64,4512
16385,Santa Cruz,California,United States,1,64.47,21.49,4387
16386,York,England,United Kingdom,2,129.95,25.99,4306
16387,Berks,England,United Kingdom,2,94.96,23.74,4190
16388,Paris,Seine (Paris),France,2,4673.8825,934.7765,4533
16389,Berlin,Saarland,Germany,2,4638.8925,1159.7231,4438
16390,Offenbach,Saarland,Germany,2,4657.5125,1552.5041,4443
16391,Verrieres Le Buisson,Essonne,France,2,4624.9125,2312.4562,4525
16392,Colomiers,Garonne (Haute),France,3,5786.3825,1157.2765,4269
16393,Tremblay-en-France,Seine Saint Denis,France,3,5841.3725,834.4817,4255
16394,Lille,Nord,France,2,4659.9025,1553.3008,4533
16395,Paris,Seine (Paris),France,1,63.97,21.3233,4485
16396,Mühlheim,Hamburg,Germany,1,32.27,10.7566,4449
16397,Berlin,Nordrhein-Westfalen,Germany,1,64.97,21.6566,4331
16398,Roubaix,Nord,France,1,53.47,17.8233,4473
16399,Frankfurt,Hessen,Germany,1,32.27,10.7566,4468
16400,Pantin,Seine Saint Denis,France,2,4958.28,991.656,4516
16401,London,England,United Kingdom,2,102.25,20.45,4231
16402,Oxford,England,United Kingdom,2,9.98,4.99,4150
16403,Paris La Defense,Hauts de Seine,France,1,37.97,12.6566,4199
16404,Paris,Seine (Paris),France,3,6002.16,1000.36,4243
16405,Berks,England,United Kingdom,2,3262.83,1087.61,4499
16406,Oxford,England,United Kingdom,2,3110.0525,1036.6841,4512
16407,Milton Keynes,England,United Kingdom,2,3250.11,650.022,4254
16408,Paris,Seine (Paris),France,2,4692.8825,938.5765,4465
16409,Berlin,Saarland,Germany,2,4925.17,985.034,4412
16410,Warrington,England,United Kingdom,2,3242.77,810.6925,4260
16411,Offenbach,Saarland,Germany,2,4659.9025,1553.3008,4421
16412,Croix,Nord,France,2,4921.59,1230.3975,4434
16413,Bottrop,Nordrhein-Westfalen,Germany,1,37.93,12.6433,4479
16414,Darmstadt,Hessen,Germany,2,4919.3,1639.7666,4395
16415,Tremblay-en-France,Seine Saint Denis,France,2,4930.68,1232.67,4429
16416,Villeneuve-d'Ascq,Nord,France,2,4971.68,1242.92,4434
16417,Bury,England,United Kingdom,2,3001.0425,1000.3475,4259
16418,Paris,Seine (Paris),France,1,27.28,13.64,4499
16419,Frankfurt,Bayern,Germany,1,27.28,13.64,4241
16420,Reading,England,United Kingdom,2,2959.0025,986.3341,4258
16421,Suresnes,Hauts de Seine,France,1,31.27,10.4233,4240
16422,Saarbrücken,Saarland,Germany,2,4632.8625,1544.2875,4361
16423,Les Ulis,Essonne,France,1,83.97,27.99,4269
16424,Paris,Seine (Paris),France,3,5738.3825,1434.5956,4265
16425,Roissy en Brie,Seine et Marne,France,3,5718.6925,1429.6731,4268
16426,Saint Ouen,Somme,France,3,5768.3625,824.0517,4237
16427,Watford,England,United Kingdom,2,2975.0225,595.0045,4512
16428,Bury,England,United Kingdom,2,3021.0225,604.2045,4265
16429,Saarlouis,Saarland,Germany,2,4958.28,991.656,4341
16430,Paris,Seine (Paris),France,2,4638.8925,1159.7231,4414
16431,Paris,Seine (Paris),France,2,4769.4025,1192.3506,4416
16432,Chatou,Yveline,France,2,4633.9025,1544.6341,4374
16433,Paris,Seine (Paris),France,2,4696.4925,939.2985,4390
16434,Neunkirchen,Saarland,Germany,1,69.97,23.3233,4390
16435,Newcastle upon Tyne,England,United Kingdom,1,6.28,3.14,4192
16436,Roubaix,Nord,France,2,4696.4925,939.2985,4360
16437,London,England,United Kingdom,2,47.26,11.815,4380
16438,Paris,Seine (Paris),France,1,24.99,24.99,4427
16439,Paris,Seine (Paris),France,1,24.99,24.99,4302
16440,Paris,Seine (Paris),France,1,28.98,14.49,4486
16441,Darmstadt,Hessen,Germany,1,24.99,24.99,4497
16442,Frankfurt,Hessen,Germany,2,4923.29,1230.8225,4336
16443,Gloucestershire,England,United Kingdom,2,66.95,16.7375,4155
16444,Runcorn,England,United Kingdom,2,3271.82,817.955,4473
16445,Bury,England,United Kingdom,2,3242.83,1080.9433,4232
16446,Reading,England,United Kingdom,2,3093.0325,773.2581,4236
16447,Runcorn,England,United Kingdom,2,3001.0225,600.2045,4394
16448,Kiel,Saarland,Germany,3,6906.8925,1151.1487,4254
16449,Bracknell,England,United Kingdom,2,47.26,11.815,4398
16450,Lille,Nord,France,1,37.97,12.6566,4258
16451,Mühlheim,Hamburg,Germany,2,4632.8625,1544.2875,4306
16452,Birmingham,England,United Kingdom,2,3071.0125,511.8354,4231
16453,Warrington,England,United Kingdom,2,14.56,3.64,4245
16454,West Sussex,England,United Kingdom,2,47.26,11.815,4430
16455,Saint Germain en Laye,Yveline,France,1,28.98,14.49,4457
16456,Hamburg,Hamburg,Germany,1,64.97,21.6566,4294
16457,Braunschweig,Nordrhein-Westfalen,Germany,1,149.98,49.9933,4318
16458,Hamburg,Hessen,Germany,1,24.99,24.99,4457
16459,Cheltenham,England,United Kingdom,2,47.26,11.815,4449
16460,York,England,United Kingdom,2,47.26,11.815,4216
16461,York,England,United Kingdom,2,3287.32,821.83,4216
16462,Hamburg,Hamburg,Germany,1,49.48,24.74,4168
16463,Bottrop,Nordrhein-Westfalen,Germany,1,59.91,14.9775,4381
16464,Milton Keynes,England,United Kingdom,2,44.97,14.99,4293
16465,Billericay,England,United Kingdom,2,3271.79,467.3985,4238
16466,Darmstadt,Hessen,Germany,2,4624.9125,2312.4562,4273
16467,Lancaster,England,United Kingdom,2,12.27,4.09,4163
16468,Paris,Seine (Paris),France,1,63.97,21.3233,4292
16469,Roncq,Nord,France,1,63.97,21.3233,4437
16470,Stoke-on-Trent,England,United Kingdom,2,3021.0425,1007.0141,4412
16471,Chatou,Yveline,France,1,53.47,17.8233,4206
16472,Paris,Seine (Paris),France,1,27.28,13.64,4238
16473,Berlin,Hamburg,Germany,1,24.99,24.99,4265
16474,Kassel,Hessen,Germany,1,24.99,24.99,4456
16475,Essen,Hamburg,Germany,2,4673.8825,934.7765,4291
16476,Paris,Seine (Paris),France,2,4715.4925,943.0985,4316
16477,Bremerton,Washington,United States,1,39.98,19.99,4497
16478,Oakland,California,United States,1,2385.94,477.188,4258
16479,Shawnee,British Columbia,Canada,3,158.51,17.6122,4217
16480,Gold Coast,Queensland,Australia,2,144.94,28.988,4166
16481,Melbourne,Victoria,Australia,2,194.91,24.3637,4188
16482,Bendigo,Victoria,Australia,2,4783.74,1195.935,4492
16483,Melbourne,Victoria,Australia,2,4118.26,2059.13,4218
16484,Springwood,New South Wales,Australia,2,4175.53,835.106,4237
16485,Burbank,California,United States,1,39.98,19.99,4258
16486,North Sydney,New South Wales,Australia,2,113.24,22.648,4177
16487,Melton,Victoria,Australia,2,73.24,14.648,4345
16488,Hobart,Tasmania,Australia,2,232.42,29.0525,4171
16489,Lane Cove,New South Wales,Australia,2,112.73,18.7883,4414
16490,San Gabriel,California,United States,1,2478.34,1239.17,4404
16491,Langford,British Columbia,Canada,2,3106.33,776.5825,4315
16492,Wollongong,New South Wales,Australia,2,130.94,21.8233,4156
16493,Seaford,Victoria,Australia,2,4197.25,1399.0833,4189
16494,Warrnambool,Victoria,Australia,2,5961.2,1490.3,4193
16495,Warrnambool,Victoria,Australia,2,6002.23,1000.3716,4204
16496,Darlinghurst,New South Wales,Australia,2,5960.23,1192.046,4184
16497,Sooke,British Columbia,Canada,4,132.71,16.5887,4199
16498,Issaquah,Washington,United States,1,39.98,19.99,4293
16499,Lynnwood,Washington,United States,1,4.99,4.99,4186
16500,Renton,Washington,United States,1,588.96,147.24,4433
16501,Seattle,Washington,United States,1,4.99,4.99,4298
16502,Woodburn,Oregon,United States,1,39.98,19.99,4166
16503,Mill Valley,California,United States,1,4.99,4.99,4406
16504,San Diego,California,United States,1,588.96,147.24,4448
16505,Fremont,California,United States,1,39.98,19.99,4198
16506,Metchosin,British Columbia,Canada,3,102.04,17.0066,4155
16507,Orleans,Loiret,France,1,35.23,11.7433,4348
16508,Pantin,Seine Saint Denis,France,1,83.97,27.99,4308
16509,London,England,United Kingdom,2,3258.79,543.1316,4232
16510,Paris,Seine (Paris),France,1,27.28,13.64,4445
16511,Cambridge,England,United Kingdom,2,47.26,11.815,4347
16512,York,England,United Kingdom,2,3262.83,1087.61,4409
16513,Lieusaint,Seine et Marne,France,2,4669.4525,933.8905,4324
16514,Malabar,New South Wales,Australia,2,4761.74,1190.435,4502
16515,Hobart,Tasmania,Australia,2,4733.75,1577.9166,4466
16516,Townsville,Queensland,Australia,2,4733.75,1577.9166,4471
16517,Wollongong,New South Wales,Australia,2,4698.76,2349.38,4462
16518,Cranbourne,Victoria,Australia,2,4698.76,2349.38,4458
16519,Hervey Bay,Queensland,Australia,2,4752.75,1584.25,4444
16520,Bendigo,Victoria,Australia,2,4727.74,1181.935,4447
16521,Hawthorne,Queensland,Australia,2,4698.76,2349.38,4452
16522,Caloundra,Queensland,Australia,2,4698.76,2349.38,4445
16523,Hervey Bay,Queensland,Australia,2,4698.76,2349.38,4447
16524,Hawthorne,Queensland,Australia,2,4733.75,1577.9166,4425
16525,Goulburn,New South Wales,Australia,2,4752.75,1584.25,4417
16526,Sunbury,Victoria,Australia,2,4758.24,1189.56,4381
16527,Milsons Point,New South Wales,Australia,2,4752.75,1584.25,4367
16528,Melton,Victoria,Australia,2,4698.76,2349.38,4371
16529,Goulburn,New South Wales,Australia,2,4752.75,1584.25,4374
16530,London,England,United Kingdom,2,3001.0425,1000.3475,4208
16531,London,England,United Kingdom,2,3291.8,548.6333,4199
16532,Cergy,Val d'Oise,France,2,4921.69,1640.5633,4279
16533,Drancy,Seine Saint Denis,France,2,4702.3925,940.4785,4276
16534,München,Hessen,Germany,2,4820.5025,964.1005,4248
16535,Paris,Seine (Paris),France,1,37.97,12.6566,4389
16536,Saint-Denis,Seine Saint Denis,France,1,27.28,13.64,4392
16537,Saarbrücken,Saarland,Germany,1,24.99,24.99,4397
16538,Frankfurt am Main,Hamburg,Germany,2,4659.9025,1553.3008,4263
16539,Hof,Bayern,Germany,1,83.97,27.99,4506
16540,Salzgitter,Hessen,Germany,2,4696.4925,939.2985,4217
16541,Billericay,England,United Kingdom,2,3028.0225,757.0056,4199
16542,Gloucestershire,England,United Kingdom,2,44.97,14.99,4183
16543,London,England,United Kingdom,2,53.96,13.49,4292
16544,Saint Germain en Laye,Yveline,France,1,28.98,14.49,4330
16545,Paris,Seine (Paris),France,1,31.27,10.4233,4258
16546,London,England,United Kingdom,2,3036.5325,759.1331,4196
16547,Paris La Defense,Hauts de Seine,France,2,4900.68,1225.17,4269
16548,Roncq,Nord,France,2,4624.9125,2312.4562,4219
16549,Berlin,Hessen,Germany,2,4930.68,1232.67,4237
16550,West Sussex,England,United Kingdom,2,3001.0425,1000.3475,4195
16551,Roubaix,Nord,France,2,5032.76,718.9657,4214
16552,Leipzig,Nordrhein-Westfalen,Germany,2,4986.79,997.358,4223
16553,Esher-Molesey,England,United Kingdom,2,3001.0425,1000.3475,4393
16554,Warrington,England,United Kingdom,2,2990.5225,598.1045,4194
16555,Les Ulis,Essonne,France,1,31.27,10.4233,4281
16556,Werne,Nordrhein-Westfalen,Germany,1,86.95,21.7375,4371
16557,Paris,Seine (Paris),France,1,31.27,10.4233,4458
16558,Stuttgart,Saarland,Germany,1,24.99,24.99,4460
16559,Cergy,Val d'Oise,France,2,4705.4825,784.247,4186
16560,Saint-Denis,Seine Saint Denis,France,2,4633.9025,1544.6341,4185
16561,Leeds,England,United Kingdom,2,3030.0325,757.5081,4188
16562,Oxford,England,United Kingdom,2,3001.0425,1000.3475,4368
16563,Newcastle upon Tyne,England,United Kingdom,2,62.95,12.59,4354
16564,Bracknell,England,United Kingdom,2,132.27,33.0675,4306
16565,Darmstadt,Hessen,Germany,3,7203.66,900.4575,4234
16566,Roissy en Brie,Seine et Marne,France,3,5806.3525,829.4789,4211
16567,Saarlouis,Saarland,Germany,3,7159.7,1431.94,4235
16568,Kassel,Hessen,Germany,1,69.97,23.3233,4501
16569,Colombes,Hauts de Seine,France,2,3936.5425,1312.1808,4538
16570,Versailles,Yveline,France,2,4219.32,1054.83,4525
16571,Newcastle upon Tyne,England,United Kingdom,2,52.92,13.23,4195
16572,Berlin,Hamburg,Germany,2,4886.7,2443.35,4193
16573,London,England,United Kingdom,2,3001.0425,1000.3475,4192
16574,Bracknell,England,United Kingdom,2,44.97,14.99,4213
16575,Milton Keynes,England,United Kingdom,3,6994.5725,874.3215,4298
16576,Metz,Moselle,France,1,149.46,29.892,4172
16577,Paris La Defense,Hauts de Seine,France,1,74.98,24.9933,4329
16578,Darmstadt,Hessen,Germany,1,74.98,24.9933,4234
16579,Cheltenham,England,United Kingdom,2,97.95,19.59,4235
16580,Metz,Moselle,France,3,5429.76,603.3066,4327
16581,Pantin,Seine Saint Denis,France,1,50.23,12.5575,4245
16582,Berlin,Saarland,Germany,1,35,35,4490
16583,Frankfurt,Hessen,Germany,1,42.28,14.0933,4170
16584,Watford,England,United Kingdom,2,172.95,34.59,4349
16585,West Sussex,England,United Kingdom,3,7192.39,1438.478,4279
16586,Versailles,Yveline,France,1,69.99,34.995,4337
16587,Solingen,Nordrhein-Westfalen,Germany,3,7063.5625,706.3562,4304
16588,London,England,United Kingdom,3,6994.5825,874.3228,4295
16589,Maidenhead,England,United Kingdom,3,7343.69,1223.9483,4283
16590,Oxford,England,United Kingdom,2,168.95,33.79,4314
16591,Reading,England,United Kingdom,2,137.96,34.49,4234
16592,Saint Germain en Laye,Yveline,France,1,74.98,24.9933,4470
16593,Birmingham,England,United Kingdom,2,101.76,25.44,4404
16594,Peterborough,England,United Kingdom,3,7231.37,1033.0528,4298
16595,Runcorn,England,United Kingdom,3,6901.3825,985.9117,4293
16596,Saint Germain en Laye,Yveline,France,2,4486.5425,1495.5141,4311
16597,Salzgitter,Hessen,Germany,1,103.49,34.4966,4482
16598,Bury,England,United Kingdom,3,7131.4,1782.85,4274
16599,London,England,United Kingdom,2,149.46,37.365,4190
16600,Sèvres,Hauts de Seine,France,1,124.97,31.2425,4407
16601,Oxford,England,United Kingdom,2,86.26,21.565,4223
16602,Runcorn,England,United Kingdom,2,77.27,25.7566,4297
16603,München,Hamburg,Germany,3,7000.5525,777.8391,4319
